,videoname,labels
0,--0l35AkU34_000062_000072.mp4,sipping cup
1,--71SekUwOA_000005_000015.mp4,using inhaler
2,-0ES_MVrg1A_000106_000116.mp4,building sandcastle
3,-0khAHlKFlk_000056_000066.mp4,threading needle
4,-1OQRkDTdd4_000017_000027.mp4,rolling pastry
5,-2tHYutKYg4_000145_000155.mp4,weaving fabric
6,-2wGjIV21yo_000058_000068.mp4,tightrope walking
7,-2xoeu0GO9U_000043_000053.mp4,shopping
8,-36w146LjVo_000036_000046.mp4,chopping meat
9,-3Q_0ZCPj2A_000075_000085.mp4,poking bellybutton
10,-3Ry3OruG6s_000008_000018.mp4,playing lute
11,-3bB-fgYvYs_000000_000010.mp4,playing lute
12,-3yC-EmIy0A_000001_000011.mp4,pouring beer
13,-41RJ7rJwAA_000000_000010.mp4,winking
14,-4KJAZlzMRQ_000035_000045.mp4,skiing mono
15,-4KROO_-M4A_000000_000010.mp4,swinging baseball bat
16,-4NGhihabQk_000034_000044.mp4,jumping bicycle
17,-5Rb2JMJtXk_000113_000123.mp4,chiseling stone
18,-5b0syEGsNI_000000_000010.mp4,chewing gum
19,-6V1GdS-0Tg_000121_000131.mp4,putting in contact lenses
20,-6Whmtridao_000011_000021.mp4,putting on sari
21,-6etbj6hzM0_000044_000054.mp4,putting in contact lenses
22,-7RTUhhb7OE_000027_000037.mp4,wading through water
23,-7bH1Pj8Csk_000035_000045.mp4,sucking lolly
24,-8DvZ48b23E_000214_000224.mp4,shining flashlight
25,-8Eus34farM_000004_000014.mp4,ironing hair
26,-8GZiNIdyZc_000407_000417.mp4,assembling bicycle
27,-8QBDz7VJBs_000133_000143.mp4,cooking scallops
28,-8kL5b00Du8_000003_000013.mp4,sewing
29,-8vg4ePPTD8_000007_000017.mp4,ice swimming
30,-9MNrY9-iVo_000000_000010.mp4,waving hand
31,-9T3rk12TCI_000071_000081.mp4,dyeing eyebrows
32,-9_wOuNO4IU_000023_000033.mp4,threading needle
33,-9amUf_BLZI_000016_000026.mp4,playing laser tag
34,-9jX3tl7wzk_000263_000273.mp4,playing laser tag
35,-9oTt1ycxPk_000024_000034.mp4,delivering mail
36,-A7WgRhZMhM_000244_000254.mp4,playing lute
37,-ALMtKD-46M_000018_000028.mp4,skipping stone
38,-ASYnOEgli8_000000_000010.mp4,arguing
39,-AoRzEBySPs_000000_000010.mp4,playing scrabble
40,-BYIRqOXbvg_000101_000111.mp4,roasting pig
41,-BdXM23DbEQ_000052_000062.mp4,card stacking
42,-BgI2ZPiwZg_000852_000862.mp4,ironing hair
43,-BnUj6zaunY_000000_000010.mp4,docking boat
44,-C6UXFY1VwE_000013_000023.mp4,polishing metal
45,-CC2X8Vs8J4_000001_000011.mp4,using a paint roller
46,-CEP6Thu8-Y_000071_000081.mp4,scrubbing face
47,-CGpeCG8Oo0_000066_000076.mp4,cumbia
48,-CYs6Vjea38_000000_000010.mp4,crossing eyes
49,-Ce_dNOSpro_000064_000074.mp4,cracking knuckles
50,-CvX2TfDtag_000109_000119.mp4,using a wrench
51,-DSnvWleKtE_000061_000071.mp4,leatherworking
52,-DmkcSUSL3w_000011_000021.mp4,smelling feet
53,-Dpd1uEnqEk_000000_000010.mp4,playing beer pong
54,-EFdi8SWJv4_000184_000194.mp4,scrubbing face
55,-EH8QlGv1PE_000500_000510.mp4,card throwing
56,-EnvYoHLFCs_000021_000031.mp4,building sandcastle
57,-EuG4kvsD64_000000_000010.mp4,crossing eyes
58,-F7qK7vpvkI_000037_000047.mp4,trimming shrubs
59,-Fo1kkviPZs_000000_000010.mp4,carving ice
60,-G0LaM3GGTk_000020_000030.mp4,twiddling fingers
61,-G2XgFnEudk_000085_000095.mp4,preparing salad
62,-GN3F2kbwiI_000951_000961.mp4,playing netball
63,-GNApu5BcuI_000000_000010.mp4,sucking lolly
64,-GPTnnjrSFg_000000_000010.mp4,playing netball
65,-H3a2Lf53HY_000087_000097.mp4,leatherworking
66,-HCkNu4O_7Q_000138_000148.mp4,laying stone
67,-H_CM6O-3k4_000000_000010.mp4,roasting marshmallows
68,-Ha3d3uD8q8_000551_000561.mp4,playing ping pong
69,-HiHMKB4Ckg_000000_000010.mp4,pirouetting
70,-IgPSGenQBY_000040_000050.mp4,card throwing
71,-IhTAcfV49Q_000008_000018.mp4,wading through mud
72,-IoBG8wErD4_000000_000010.mp4,delivering mail
73,-J0kG2K2MPE_000000_000010.mp4,directing traffic
74,-J6e6tmHfG0_000077_000087.mp4,sword swallowing
75,-JaQQfHXkDo_000068_000078.mp4,square dancing
76,-K2LxGKPV9c_000104_000114.mp4,lawn mower racing
77,-K4ueg-KM3o_000023_000033.mp4,bottling
78,-K5SkwWzFWI_000014_000024.mp4,head stand
79,-Ks-yFgQreg_000000_000010.mp4,crossing eyes
80,-KtI1janztU_000013_000023.mp4,card throwing
81,-L43Ajfqb-8_000064_000074.mp4,chopping vegetables
82,-L6Mldtq6m8_000021_000031.mp4,playing maracas
83,-L7B14mVX4Q_002181_002191.mp4,curling (sport)
84,-L9-fjz4og0_000002_000012.mp4,cumbia
85,-LE2wN64tJw_000000_000010.mp4,backflip (human)
86,-LcIpOjm1JU_000002_000012.mp4,playing dominoes
87,-MOpSXQ5ZcU_000001_000011.mp4,playing hand clapping games
88,-MQXHHEJOmA_000082_000092.mp4,building lego
89,-N8hbrSeNVQ_000334_000344.mp4,embroidering
90,-NEOFiRd1Fw_000000_000010.mp4,sipping cup
91,-NMSu3Sn_JU_000048_000058.mp4,backflip (human)
92,-NX7xWAw76k_000011_000021.mp4,riding snow blower
93,-Nl_gTB7eqY_000058_000068.mp4,putting in contact lenses
94,-Ns1J77GzaU_000005_000015.mp4,using circular saw
95,-OLTTrFUVw0_000001_000011.mp4,looking at phone
96,-ORyWwcPOrE_000000_000010.mp4,licking
97,-PMe2eGKBSY_000009_000019.mp4,huddling
98,-PhRr1JjN1E_000106_000116.mp4,historical reenactment
99,-Pj4gcDWdUs_000012_000022.mp4,doing jigsaw puzzle
100,-Pr6rgEdgFw_000014_000024.mp4,jumping bicycle
101,-PuOVy-lgX4_000158_000168.mp4,ironing hair
102,-QIWWqE8Xxc_000021_000031.mp4,twiddling fingers
103,-QNJqXxuyWc_000004_000014.mp4,bull fighting
104,-QRhdADdd9A_000059_000069.mp4,playing beer pong
105,-QXr-wBCrRs_000061_000071.mp4,playing darts
106,-QZr0_lfGfY_000060_000070.mp4,luge
107,-QgbNQ1RMNU_000000_000010.mp4,playing hand clapping games
108,-RU7uGk4xPA_000000_000010.mp4,licking
109,-RURknXsUOA_000061_000071.mp4,playing rubiks cube
110,-R_DTTUTFEM_000009_000019.mp4,wading through water
111,-RpdazXaujs_000000_000010.mp4,cracking knuckles
112,-RyZK8kcaNs_000140_000150.mp4,lawn mower racing
113,-SE4pZDHDuQ_000236_000246.mp4,playing field hockey
114,-SIlsnRW0LI_000069_000079.mp4,laying tiles
115,-SLBwFxQO2c_000106_000116.mp4,playing field hockey
116,-SdDBGXUr44_000011_000021.mp4,curling (sport)
117,-SePzH6Yefc_000227_000237.mp4,dumpster diving
118,-SmMu6N0BsE_000056_000066.mp4,head stand
119,-SoQhbu3QAQ_000000_000010.mp4,shopping
120,-StafQ1HkWY_000061_000071.mp4,talking on cell phone
121,-T21KsKBNJQ_000000_000010.mp4,trimming shrubs
122,-T3G8wsjXEY_000017_000027.mp4,cracking back
123,-TZ9O4Q4SHk_000010_000020.mp4,playing maracas
124,-Tbr3eUEQ3Q_000130_000140.mp4,laying tiles
125,-TgD8XPFNks_000063_000073.mp4,gold panning
126,-TpLVLl-pAY_000127_000137.mp4,arguing
127,-UUq2B-f15Q_000118_000128.mp4,calculating
128,-UXAhBPZU4s_000108_000118.mp4,using circular saw
129,-VA6C95I5iI_000065_000075.mp4,licking
130,-VgdLqVwagg_000005_000015.mp4,tightrope walking
131,-VkWLTpwlJA_000100_000110.mp4,contorting
132,-VlgCLGCz94_000073_000083.mp4,visiting the zoo
133,-VwqYdGeEyo_000000_000010.mp4,winking
134,-W22PDJAIEY_000051_000061.mp4,planing wood
135,-WQUIYxP6cA_000229_000239.mp4,historical reenactment
136,-WV7UuyH97Q_000002_000012.mp4,drooling
137,-WbStLulf-Q_000000_000010.mp4,winking
138,-XFLL01HkhY_000025_000035.mp4,laying tiles
139,-XaEKKa3xvQ_000011_000021.mp4,talking on cell phone
140,-XtwvHMqwPE_000016_000026.mp4,opening refrigerator
141,-XzuCWUd9jA_000076_000086.mp4,scrubbing face
142,-Y9fEet15io_000030_000040.mp4,skiing mono
143,-YPFBravzxs_000006_000016.mp4,shining flashlight
144,-Yk8G2wguL0_000000_000010.mp4,chewing gum
145,-YmLVaSIn5A_000580_000590.mp4,visiting the zoo
146,-Z2kRrj8TkI_000033_000043.mp4,shining flashlight
147,-Z4olzyHh1I_000008_000018.mp4,playing hand clapping games
148,-ZLH006s6kE_000000_000010.mp4,roasting pig
149,-Ztxlwlaqck_000012_000022.mp4,cumbia
150,-_M5b5CeDdI_000000_000010.mp4,moon walking
151,-_ZUfqulNpg_000012_000022.mp4,shaping bread dough
152,-a6ruP2Fudo_000000_000010.mp4,drooling
153,-aNccq2jvUA_000055_000065.mp4,acting in play
154,-axJLWTx9eo_000043_000053.mp4,doing jigsaw puzzle
155,-b9Yq8Wub1E_000001_000011.mp4,jumping bicycle
156,-bAZ1GFVxeA_000000_000010.mp4,smelling feet
157,-b_1RDLKhbg_000000_000010.mp4,playing darts
158,-bkXAdsJRC8_000037_000047.mp4,shuffling feet
159,-brtWq_qFT8_000099_000109.mp4,using a power drill
160,-c50dQ6b7FQ_000056_000066.mp4,playing pan pipes
161,-cwHfScDpbw_000000_000010.mp4,building lego
162,-cx7OktEe70_000009_000019.mp4,hand washing clothes
163,-d1pDX4IuM8_000040_000050.mp4,drooling
164,-dEc6CRjO0o_000061_000071.mp4,making bubbles
165,-db6NmpBshM_000077_000087.mp4,cumbia
166,-e92YmRi9gM_000018_000028.mp4,playing lute
167,-eSjkYVfhkc_000291_000301.mp4,sword swallowing
168,-ehUAegV4T4_000038_000048.mp4,planing wood
169,-fCwVO0lxaQ_000008_000018.mp4,calculating
170,-fPysE4iw7U_000021_000031.mp4,cracking back
171,-gPyjrjCUAY_000711_000721.mp4,cumbia
172,-goqCP7Yx2Y_000000_000010.mp4,shopping
173,-h-YUPbrKSE_000105_000115.mp4,poking bellybutton
174,-hw-jjnMLg0_000202_000212.mp4,mushroom foraging
175,-i-BsQtJFFE_000183_000193.mp4,breathing fire
176,-i4RhicxyzI_000005_000015.mp4,blowing bubble gum
177,-iUvyoO-1ds_000000_000010.mp4,throwing tantrum
178,-idhXpJUc-A_000000_000010.mp4,cumbia
179,-imtc37doCw_000007_000017.mp4,head stand
180,-ioDNgX7MXY_000075_000085.mp4,sipping cup
181,-iyUrCAkHGQ_000033_000043.mp4,coloring in
182,-jLJGzpHBwk_000000_000010.mp4,cutting apple
183,-jONQEVxZ6o_000003_000013.mp4,cosplaying
184,-ja1bz9uhuU_000019_000029.mp4,chopping vegetables
185,-jd0tH83blE_000064_000074.mp4,contorting
186,-jf-uCIM5Ng_000058_000068.mp4,rope pushdown
187,-jsaUnVn9f4_000000_000010.mp4,opening door
188,-k9OsrAGjdQ_000016_000026.mp4,shopping
189,-kH8-SiuBvo_000021_000031.mp4,putting in contact lenses
190,-kKwodX6sKg_000000_000010.mp4,roasting pig
191,-lGb04wxbB0_000000_000010.mp4,roasting marshmallows
192,-lQUjtEJEMw_000184_000194.mp4,visiting the zoo
193,-lbh9tYNeEQ_000000_000010.mp4,moon walking
194,-lrgxspMn4s_000020_000030.mp4,playing rubiks cube
195,-m5EgnvIT0A_000029_000039.mp4,battle rope training
196,-mVMxobxCsg_000076_000086.mp4,sewing
197,-mbcb4Hq3EY_000000_000010.mp4,using bagging machine
198,-ngJ3zVkMcY_000074_000084.mp4,wading through mud
199,-ngPpzrUgjY_000010_000020.mp4,polishing metal
200,-nuLy_ZQ-rs_000001_000011.mp4,roasting marshmallows
201,-oVlTLGwTUs_000019_000029.mp4,cosplaying
202,-oe1ItKbUH0_000056_000066.mp4,shining flashlight
203,-ounJzhUZFg_000027_000037.mp4,repairing puncture
204,-pDsq9fDC-g_000564_000574.mp4,calculating
205,-pk1lDVNpqA_000000_000010.mp4,delivering mail
206,-q2C7KDE7AQ_000037_000047.mp4,repairing puncture
207,-qOgDgx-tMU_000010_000020.mp4,polishing metal
208,-qm-vpDK8mo_000034_000044.mp4,using atm
209,-rLJKYexyHk_000069_000079.mp4,calculating
210,-rbnrdaLQeY_000040_000050.mp4,talking on cell phone
211,-sQDFi0QHCo_000000_000010.mp4,steer roping
212,-sSpecAqtuI_000125_000135.mp4,lifting hat
213,-sYtprtWLNo_000221_000231.mp4,cracking back
214,-sd0UvK3Uqc_000040_000050.mp4,dumpster diving
215,-sjK9q024SU_000003_000013.mp4,chopping meat
216,-so1Z92Puv0_000000_000010.mp4,calligraphy
217,-svuXhkbgaw_000144_000154.mp4,calculating
218,-szBQXW1_hU_000418_000428.mp4,embroidering
219,-tABREEk4j0_000045_000055.mp4,land sailing
220,-thdjCyNdPU_000019_000029.mp4,pirouetting
221,-u7jDVOfvx8_000002_000012.mp4,card stacking
222,-uxSIdMuxZA_000000_000010.mp4,roasting pig
223,-vObTOtqe7w_000000_000010.mp4,opening refrigerator
224,-vlOZPzaO3M_000118_000128.mp4,longboarding
225,-vtSA28DDDs_000000_000010.mp4,lifting hat
226,-w4k4wRl4Wk_000551_000561.mp4,historical reenactment
227,-wBUY0p7Pl4_000006_000016.mp4,playing beer pong
228,-wGrPG7t1Cs_000023_000033.mp4,lock picking
229,-xgbI4inHQY_000006_000016.mp4,playing hand clapping games
230,-xhHtCjwU0U_000000_000010.mp4,falling off bike
231,-xs9A-zDf1Y_000018_000028.mp4,repairing puncture
232,-y-5v_80yH4_000041_000051.mp4,carving ice
233,-yTDRFePZuQ_000009_000019.mp4,using circular saw
234,-yYwM2GJjQk_000013_000023.mp4,smashing
235,-ya9zVffReI_000000_000010.mp4,building sandcastle
236,-ygFJnR5orU_000106_000116.mp4,using bagging machine
237,-yw2lFI-Ya4_000055_000065.mp4,tie dying
238,-z1c47-gUKA_000000_000010.mp4,playing netball
239,-zpFyNuUYho_000043_000053.mp4,contorting
240,-zqsfRUJn2I_000018_000028.mp4,docking boat
241,0-3pMKV1IzM_000567_000577.mp4,historical reenactment
242,0-bIHvnYCXY_000000_000010.mp4,directing traffic
243,007RUKS1HeY_000072_000082.mp4,playing dominoes
244,00EEmKXgRtU_000000_000010.mp4,calculating
245,00oJ3UhXQig_000008_000018.mp4,cosplaying
246,00pYTmuHFYg_000052_000062.mp4,using circular saw
247,00zL2qD9LiU_000047_000057.mp4,breathing fire
248,01awoTeca9o_000032_000042.mp4,lock picking
249,027S5TivweY_000005_000015.mp4,tightrope walking
250,02DTn2vhV3A_000001_000011.mp4,sucking lolly
251,02kjo8Z4FCs_000003_000013.mp4,head stand
252,02n6_5ygaMM_000013_000023.mp4,talking on cell phone
253,035dHSvjLKU_000001_000011.mp4,preparing salad
254,038RfHczEAs_000000_000010.mp4,rope pushdown
255,03TP9KCQPHw_000349_000359.mp4,tagging graffiti
256,03iHI2ejjHw_000000_000010.mp4,laying stone
257,03lYMw1Gwds_000000_000010.mp4,jumping bicycle
258,03qW_zSdFDM_000020_000030.mp4,wading through water
259,04JbK6dTIpI_000010_000020.mp4,huddling
260,04PqCMltDTA_000000_000010.mp4,roasting marshmallows
261,04aOhZs4ILI_000004_000014.mp4,photobombing
262,0556EWLhn1s_000025_000035.mp4,sipping cup
263,056XrDq_9Ew_000122_000132.mp4,weaving fabric
264,05dk-P9wPK4_000000_000010.mp4,roasting marshmallows
265,05lmdfsBoww_000075_000085.mp4,arguing
266,05qCeeyvSIo_000411_000421.mp4,sewing
267,0613wkgSjyg_000000_000010.mp4,building sandcastle
268,06D4y3zL7KE_000370_000380.mp4,playing polo
269,06IXe-DCOro_000000_000010.mp4,throwing knife
270,06_LoIvrKn8_000000_000010.mp4,card throwing
271,06mmnNek1kY_000215_000225.mp4,directing traffic
272,06peFeFTnDU_000000_000010.mp4,battle rope training
273,073ppSMhFfE_000026_000036.mp4,laying tiles
274,074OW6ogmXg_000056_000066.mp4,fixing bicycle
275,07hL1IZmXa0_000001_000011.mp4,falling off bike
276,07uhLc_ISgc_000000_000010.mp4,visiting the zoo
277,08785dzI9_I_000020_000030.mp4,land sailing
278,08GBrY1FZLk_000023_000033.mp4,card throwing
279,08dTJHiAVt4_000206_000216.mp4,marriage proposal
280,091Yg6C0cPw_000672_000682.mp4,blowing bubble gum
281,09698dUqUBM_000000_000010.mp4,jumping jacks
282,09Gw76vSDHg_000022_000032.mp4,chopping meat
283,0A2Cv8giqRo_000310_000320.mp4,looking at phone
284,0Abr6i3IkBk_000136_000146.mp4,swinging baseball bat
285,0Aip_xxpia4_000243_000253.mp4,installing carpet
286,0AwckfLZWOY_000000_000010.mp4,huddling
287,0AwmXIGBkRQ_000271_000281.mp4,cosplaying
288,0B36f0mqZbE_000022_000032.mp4,wading through mud
289,0B89pAC3mlQ_000032_000042.mp4,trimming shrubs
290,0Bh9az2AABg_000078_000088.mp4,playing laser tag
291,0BkKO9Ka7UM_002493_002503.mp4,embroidering
292,0BkyYjapkzU_000000_000010.mp4,photobombing
293,0BqnQxQyc9A_000000_000010.mp4,bottling
294,0C0jY_WFZLA_000148_000158.mp4,dyeing eyebrows
295,0C2jpHmRTaM_000145_000155.mp4,dyeing eyebrows
296,0CCpdTHV9No_000294_000304.mp4,carving ice
297,0CF-ot-mwXY_000022_000032.mp4,visiting the zoo
298,0CQynAkpySg_000035_000045.mp4,arguing
299,0CxWYFGE5Gs_000000_000010.mp4,putting on sari
300,0Cyoavthm6s_000024_000034.mp4,square dancing
301,0D96J3fNwbQ_000021_000031.mp4,playing scrabble
302,0DMxn4UfI2w_000019_000029.mp4,using circular saw
303,0DPk2B5JQB4_000000_000010.mp4,wading through water
304,0DUUlTQ-drg_000140_000150.mp4,playing darts
305,0Da170QS7RQ_000089_000099.mp4,getting a piercing
306,0DigRgNXuWg_000023_000033.mp4,embroidering
307,0Dpu73q3uLs_000028_000038.mp4,swimming front crawl
308,0E6G4cu3Y2Q_000199_000209.mp4,roasting marshmallows
309,0EDDHjTDb48_000151_000161.mp4,smoking pipe
310,0EDHT3Ardgg_000011_000021.mp4,using a power drill
311,0EUUD8NdG7s_000005_000015.mp4,huddling
312,0EjCNMKowcg_000025_000035.mp4,roasting marshmallows
313,0FHSwRT59Ok_000002_000012.mp4,carving ice
314,0GAKnGCVANo_000037_000047.mp4,playing scrabble
315,0Gr9e5IPGsc_000000_000010.mp4,mushroom foraging
316,0HFjWmf-LvE_000000_000010.mp4,looking at phone
317,0HQKyPDyhTs_000012_000022.mp4,cracking knuckles
318,0HWuKnLabvo_000014_000024.mp4,shining flashlight
319,0HlgAG0raO8_000005_000015.mp4,throwing knife
320,0I9kg5dYJa0_000122_000132.mp4,longboarding
321,0IE6R_Q7vxc_000052_000062.mp4,steer roping
322,0IO7PUoWC10_000079_000089.mp4,opening door
323,0IcH3hxAvXQ_000013_000023.mp4,separating eggs
324,0J3erNl06i0_000000_000010.mp4,land sailing
325,0JIWk0f0P0k_000010_000020.mp4,roasting marshmallows
326,0JKxRv-9T8k_000046_000056.mp4,ice swimming
327,0JjCxtGPWXc_000061_000071.mp4,playing pan pipes
328,0JrOW-Q13ys_000021_000031.mp4,lawn mower racing
329,0Jv3V5uYjNs_000008_000018.mp4,looking at phone
330,0K3sBWgJZsg_000161_000171.mp4,using a power drill
331,0KK-YrxZMMs_000001_000011.mp4,carving ice
332,0KcoMK_tGW0_000007_000017.mp4,longboarding
333,0L1tzX4WbIg_000000_000010.mp4,opening door
334,0L5w_V5BJk4_000002_000012.mp4,cracking knuckles
335,0LFo7fTSzMA_000102_000112.mp4,dyeing eyebrows
336,0LZus_IXiVA_000011_000021.mp4,steer roping
337,0Ldjg8187sM_000015_000025.mp4,card throwing
338,0LsLP9DWt8k_000000_000010.mp4,tie dying
339,0MB4n2uArq4_000011_000021.mp4,mushroom foraging
340,0MXTvS3ubTs_000009_000019.mp4,bull fighting
341,0Mdq-f9o1xs_000316_000326.mp4,mushroom foraging
342,0N1hCj8RgHY_000026_000036.mp4,using a power drill
343,0NTVR6bQ-FM_000474_000484.mp4,tightrope walking
344,0Nd0Mr-3usQ_000019_000029.mp4,building lego
345,0NeyCbXbbYo_000059_000069.mp4,ice swimming
346,0O4eXhN2jPM_000000_000010.mp4,wading through mud
347,0OESt6UJYPw_000035_000045.mp4,polishing metal
348,0OR07tbdVzs_000009_000019.mp4,bottling
349,0P6zu2JLgj8_000098_000108.mp4,swinging baseball bat
350,0POMn1GyIRs_000025_000035.mp4,using circular saw
351,0PTZ2VyKqEY_000089_000099.mp4,playing blackjack
352,0Q4zVVu6euU_000018_000028.mp4,base jumping
353,0QOBSKkslzI_000007_000017.mp4,skipping stone
354,0QxrjmsVU8U_000397_000407.mp4,laying stone
355,0RaDkt2RHe8_000330_000340.mp4,smoking pipe
356,0RpGsHwYD1w_000088_000098.mp4,chewing gum
357,0SCcS8TOOnE_000000_000010.mp4,breathing fire
358,0SZzLgcHfcM_000005_000015.mp4,square dancing
359,0SpaP0L0JSs_000000_000010.mp4,chopping meat
360,0SrEEptgouM_000001_000011.mp4,skiing mono
